OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape
115387,116566,FS-341603,FED,FS-FIRESTAT,FS,USMTBRF,Bitterroot National Forest,0103,Bitterroot National Forest,150,,,RAIN DELAY,,,,,,1999,2451419.5,241,1300,1.0,Lightning,2451420.5,242.0,0200,0.2,A,46.45694444,-114.24166667,5.0,USFS,MT,,,,"b""\x00\x01\xad\x10\x00\x00\xb8\x0b{ww\x8f\\\xc0\xd0\xf1\xc8'}:G@\xb8\x0b{ww\x8f\\\xc0\xd0\xf1\xc8'}:G@|\x01\x00\x00\x00\xb8\x0b{ww\x8f\\\xc0\xd0\xf1\xc8'}:G@\xfe"""
1596722,201614940,SFO-MN-2012-2012312106,NONFED,ST-NASF,ST/C&L,USMNMNS,Minnesota Department of Natural Resources,MNDNR,Minnesota Department of Natural Resources,,2012312106,,,,,,,,2012,2456187.5,261,1348,5.0,Debris Burning,2456187.5,261.0,1524,0.1,A,45.79964788,-93.90774528,8.0,PRIVATE,MN,Benton,009,Benton,b'\x00\x01\xad\x10\x00\x00\xb0\xac\xa8\x7f\x18zW\xc0@u\x9a\xdcZ\xe6F@\xb0\xac\xa8\x7f\x18zW\xc0@u\x9a\xdcZ\xe6F@|\x01\x00\x00\x00\xb0\xac\xa8\x7f\x18zW\xc0@u\x9a\xdcZ\xe6F@\xfe'
769265,871242,WA_20362,NONFED,ST-WAWAS,ST/C&L,USWAWAS,Washington State Headquarters,WAWAS,Washington State Headquarters,,,,,,,,,,1999,2451367.5,189,,5.0,Debris Burning,,,,0.2,A,47.097263,-122.891065,8.0,PRIVATE,WA,Thurston County,067,Thurston,b'\x00\x01\xad\x10\x00\x00\x0cg~5\x07\xb9^\xc08\x0e.\x1ds\x8cG@\x0cg~5\x07\xb9^\xc08\x0e.\x1ds\x8cG@|\x01\x00\x00\x00\x0cg~5\x07\xb9^\xc08\x0e.\x1ds\x8cG@\xfe'
1012178,1141624,TFS_NC_190548,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS309,NCS Region 3 District 9,,94-056,,,,,,,,1994,2449446.5,94,,9.0,Miscellaneous,,,,3.0,B,35.1917,-83.3117,14.0,MISSING/NOT SPECIFIED,NC,,,,"b""\x00\x01\xad\x10\x00\x00p\x8a\x8e\xe4\xf2\xd3T\xc0XR'\xa0\x89\x98A@p\x8a\x8e\xe4\xf2\xd3T\xc0XR'\xa0\x89\x98A@|\x01\x00\x00\x00p\x8a\x8e\xe4\xf2\xd3T\xc0XR'\xa0\x89\x98A@\xfe"""
557760,599627,SFO-NJ0411-08_B032606,NONFED,ST-NASF,ST/C&L,USNJNJS,New Jersey Forest Fire Service,NJNJB,New Jersey Forest Fire Service Division B,,B032606,,,,,,,,2008,2454551.5,86,,7.0,Arson,,,,0.25,A,39.7596,-74.3176,14.0,MISSING/NOT SPECIFIED,NJ,Ocean,029,Ocean,b'\x00\x01\xad\x10\x00\x00hM\xf3\x8eS\x94R\xc0X\x05\xa3\x92:\xe1C@hM\xf3\x8eS\x94R\xc0X\x05\xa3\x92:\xe1C@|\x01\x00\x00\x00hM\xf3\x8eS\x94R\xc0X\x05\xa3\x92:\xe1C@\xfe'
1292743,1763506,SFO-NY-NY1119-2008-0000034,NONFED,ST-NASF,ST/C&L,USNYNYX,Fire Department of New York,NY1119,Fire Department of New York,,NY1119-2008-0000034,,,,,,,,2008,2454564.5,99,1353,9.0,Miscellaneous,2454564.5,99.0,1353,0.1,A,42.47677236,-73.40506165,14.0,MISSING/NOT SPECIFIED,NY,COLUMBIA,021,Columbia,b'\x00\x01\xad\x10\x00\x00D\xe7\xb2\x87\xecYR\xc0 \xebn\xe0\x06=E@D\xe7\xb2\x87\xecYR\xc0 \xebn\xe0\x06=E@|\x01\x00\x00\x00D\xe7\xb2\x87\xecYR\xc0 \xebn\xe0\x06=E@\xfe'
1713392,201931399,IA-IITF-31399,INTERAGCY,IA-PRIITF,IA,USPRIITF,International Institute of Tropical Forestry,PRIITF,International Institute of Tropical Forestry,,,,,,,,,,2007,2454138.5,38,,13.0,Missing/Undefined,,,,1.0,B,18.430786,-65.880165,14.0,MISSING/NOT SPECIFIED,PR,,,,b'\x00\x01\xad\x10\x00\x00\\\x85\x94\x9fTxP\xc00\x93\xc5\xfdGn2@\\\x85\x94\x9fTxP\xc00\x93\xc5\xfdGn2@|\x01\x00\x00\x00\\\x85\x94\x9fTxP\xc00\x93\xc5\xfdGn2@\xfe'
838588,959927,SWRA_AL_33102,NONFED,ST-ALALS,ST/C&L,USALALS,Alabama Forestry Commission,ALALS4,AFC District 4,,87.657,,,,,,,,1997,2450461.5,13,,7.0,Arson,,,,10.0,C,30.7281,-87.6569,14.0,MISSING/NOT SPECIFIED,AL,,,,b'\x00\x01\xad\x10\x00\x00\x80/L\xa6\n\xeaU\xc0\xc07\xf8\xc2d\xba>@\x80/L\xa6\n\xeaU\xc0\xc07\xf8\xc2d\xba>@|\x01\x00\x00\x00\x80/L\xa6\n\xeaU\xc0\xc07\xf8\xc2d\xba>@\xfe'
385514,408384,SFO-AR031009,NONFED,ST-NASF,ST/C&L,USARARS,Arkansas Forestry Commission,ARARS5,ARS District 5,,,,,,,,,,2003,2452752.5,113,,6.0,Railroad,,,,1.0,B,33.95253998,-93.23925999,14.0,MISSING/NOT SPECIFIED,AR,Clark,019,Clark,"b'\x00\x01\xad\x10\x00\x00\xa0\x12""\tPOW\xc0\xc8\x1d\x7f\xd4\xec\xf9@@\xa0\x12""\tPOW\xc0\xc8\x1d\x7f\xd4\xec\xf9@@|\x01\x00\x00\x00\xa0\x12""\tPOW\xc0\xc8\x1d\x7f\xd4\xec\xf9@@\xfe'"
1564257,201430484,FS-1508917,FED,FS-FIRESTAT,FS,USMTCGF,Custer Gallatin National Forest,0111,Gallatin National Forest,050,07,G8EH,SOUTH FORK POWERLINE,,,,,,2012,2456185.5,259,0900,4.0,Campfire,2456185.5,259.0,1030,0.1,A,44.72666667,-111.22416667,5.0,USFS,MT,031,031,Gallatin,b'\x00\x01\xad\x10\x00\x004 )\xbfX\xce[\xc0(_\xd7i\x03]F@4 )\xbfX\xce[\xc0(_\xd7i\x03]F@|\x01\x00\x00\x004 )\xbfX\xce[\xc0(_\xd7i\x03]F@\xfe'
1696596,201867850,TFS-TXFD2013-438576,NONFED,ST-TXTXS,ST/C&L,USTXTXS,Texas A & M Forest Service,TXSFD,McMahan,,438576,,9721 FM 713,,,,,,2013,2456337.5,45,,5.0,Debris Burning,,,,2.0,B,29.854545,-97.46447,8.0,PRIVATE,TX,Caldwell,055,Caldwell,b'\x00\x01\xad\x10\x00\x00D\xfe`\xe0\xb9]X\xc0\xe0\xf5\x0bv\xc3\xda=@D\xfe`\xe0\xb9]X\xc0\xe0\xf5\x0bv\xc3\xda=@|\x01\x00\x00\x00D\xfe`\xe0\xb9]X\xc0\xe0\xf5\x0bv\xc3\xda=@\xfe'
641757,693424,SFO-TX0482-122659,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,,,,,,,,,,2008,2454474.5,9,,9.0,Miscellaneous,,,,1.0,B,26.3281,-98.24734,14.0,MISSING/NOT SPECIFIED,TX,Hidalgo,215,Hidalgo,b'\x00\x01\xad\x10\x00\x00\x84\xbf&k\xd4\x8fX\xc0`\xd1\x91\\\xfeS:@\x84\xbf&k\xd4\x8fX\xc0`\xd1\x91\\\xfeS:@|\x01\x00\x00\x00\x84\xbf&k\xd4\x8fX\xc0`\xd1\x91\\\xfeS:@\xfe'
1056796,1186857,TFS_NC_235944,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS206,NCS Region 2 District 6,,04-078,,THE HIGHLAND,,,,,,2004,2453077.5,73,,7.0,Arson,,,,35.0,C,34.85,-79.15,14.0,MISSING/NOT SPECIFIED,NC,,,,b'\x00\x01\xad\x10\x00\x00\x98\x99\x99\x99\x99\xc9S\xc0\xd8\xcc\xcc\xcc\xcclA@\x98\x99\x99\x99\x99\xc9S\xc0\xd8\xcc\xcc\xcc\xcclA@|\x01\x00\x00\x00\x98\x99\x99\x99\x99\xc9S\xc0\xd8\xcc\xcc\xcc\xcclA@\xfe'
896283,1022159,SWRA_LA_24398,NONFED,ST-LALAS,ST/C&L,USLALAS,Louisiana Office of Forestry,LALAS1,LAS District 1,,LA1-12,,,,,,,,2002,2452421.5,147,,7.0,Arson,,,,30.0,C,30.8339,-89.88,14.0,MISSING/NOT SPECIFIED,LA,,,,"b'\x00\x01\xad\x10\x00\x00\xb4\x1e\x85\xebQxV\xc0p""lxz\xd5>@\xb4\x1e\x85\xebQxV\xc0p""lxz\xd5>@|\x01\x00\x00\x00\xb4\x1e\x85\xebQxV\xc0p""lxz\xd5>@\xfe'"
734935,834056,SC_11763,NONFED,ST-SCSCS,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS,South Carolina Forestry Commission,,,,,,,,,,1993,2449188.5,201,,13.0,Missing/Undefined,2449188.5,201.0,1215,0.1,A,33.125,-79.84166667,14.0,MISSING/NOT SPECIFIED,SC,8,015,Berkeley,b'\x00\x01\xad\x10\x00\x00\x1cr\xe1\xdd\xdd\xf5S\xc0\x08\x00\x00\x00\x00\x90@@\x1cr\xe1\xdd\xdd\xf5S\xc0\x08\x00\x00\x00\x00\x90@@|\x01\x00\x00\x00\x1cr\xe1\xdd\xdd\xf5S\xc0\x08\x00\x00\x00\x00\x90@@\xfe'
491591,528882,SFO-MN0349-6946,NONFED,ST-NASF,ST/C&L,USMNMNS,Minnesota Department of Natural Resources,MNMNS,Minnesota Department of Natural Resources,,,,,,,,,,2006,2453851.5,116,,2.0,Equipment Use,,,,0.02,A,46.86743604,-92.12446948,14.0,MISSING/NOT SPECIFIED,MN,St. Louis,137,St. Louis,b'\x00\x01\xad\x10\x00\x00\xcc|\xd6N\xf7\x07W\xc0\x00\x96\xe7$\x08oG@\xcc|\xd6N\xf7\x07W\xc0\x00\x96\xe7$\x08oG@|\x01\x00\x00\x00\xcc|\xd6N\xf7\x07W\xc0\x00\x96\xe7$\x08oG@\xfe'
1360139,15000687,ICS209_2009_OK-NEU-30795,INTERAGCY,IA-ICS209,ST/C&L,USOKNEU,Northeast Area Dispatch Center,OKNEU,Northeast Area Dispatch Center,,,,GREENLEAF ROAD,OK-NEU-30795,Greenleaf Road,,,,2009,2455169.5,338,1438,13.0,Missing/Undefined,2455170.5,339.0,2000,180.0,D,35.755556,-95.091667,14.0,MISSING/NOT SPECIFIED,OK,Cherokee,021,Cherokee,b'\x00\x01\xad\x10\x00\x00\xd4\xc7C\xdf\xdd\xc5W\xc0\x00&\x1b\x0f\xb6\xe0A@\xd4\xc7C\xdf\xdd\xc5W\xc0\x00&\x1b\x0f\xb6\xe0A@|\x01\x00\x00\x00\xd4\xc7C\xdf\xdd\xc5W\xc0\x00&\x1b\x0f\xb6\xe0A@\xfe'
419542,453523,SFO-GA00060503-40-183-0024-02,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GA Statesboro,"GAS Ogeechee District, Statesboro Office",,,,,,,,,,2003,2452684.5,45,,7.0,Arson,,,,0.23,A,31.61670064,-81.57546718,14.0,MISSING/NOT SPECIFIED,GA,Long,183,Long,b'\x00\x01\xad\x10\x00\x00\\\x81Kt\xd4dT\xc0\xf08\xd8\x17\xe0\x9d?@\\\x81Kt\xd4dT\xc0\xf08\xd8\x17\xe0\x9d?@|\x01\x00\x00\x00\\\x81Kt\xd4dT\xc0\xf08\xd8\x17\xe0\x9d?@\xfe'
849004,970664,SWRA_AL_43935,NONFED,ST-ALALS,ST/C&L,USALALS,Alabama Forestry Commission,ALALS2,AFC District 2,,87.484,,,,,,,,2000,2451841.5,298,,5.0,Debris Burning,,,,0.3,B,33.7131,-87.4847,14.0,MISSING/NOT SPECIFIED,AL,,,,b'\x00\x01\xad\x10\x00\x00\xc0\x17&S\x05\xdfU\xc0\x90c]\xdcF\xdb@@\xc0\x17&S\x05\xdfU\xc0\x90c]\xdcF\xdb@@|\x01\x00\x00\x00\xc0\x17&S\x05\xdfU\xc0\x90c]\xdcF\xdb@@\xfe'
220282,223668,W-27372,FED,DOI-WFMI,BLM,USCOCRD,Northwest District,COCRD,"Western Slope Center, Craig",,,E016,CANDLE,,,,,,1994,2449601.5,249,1533,1.0,Lightning,2449602.5,250.0,2000,12.0,C,40.1333,-108.2006,8.0,PRIVATE,CO,,,,b'\x00\x01\xad\x10\x00\x00\xf4\xe4a\xa1\xd6\x0c[\xc0PGr\xf9\x0f\x11D@\xf4\xe4a\xa1\xd6\x0c[\xc0PGr\xf9\x0f\x11D@|\x01\x00\x00\x00\xf4\xe4a\xa1\xd6\x0c[\xc0PGr\xf9\x0f\x11D@\xfe'
387901,410918,SFO-AR041109,NONFED,ST-NASF,ST/C&L,USARARS,Arkansas Forestry Commission,ARARS4,ARS District 4,,,,,,,,,,2004,2453218.5,214,,7.0,Arson,,,,1.0,B,33.65965998,-93.45000002,14.0,MISSING/NOT SPECIFIED,AR,Nevada,099,Nevada,b'\x00\x01\xad\x10\x00\x00XF\xe2\xcc\xcc\\W\xc0HJ\xfc\xbco\xd4@@XF\xe2\xcc\xcc\\W\xc0HJ\xfc\xbco\xd4@@|\x01\x00\x00\x00XF\xe2\xcc\xcc\\W\xc0HJ\xfc\xbco\xd4@@\xfe'
115909,117092,FS-342130,FED,FS-FIRESTAT,FS,USFLFNF,National Forests in Florida,0805,National Forests in Florida,79,,,HOWARD,,,,,,1999,2451320.5,142,2130,1.0,Lightning,2451320.5,142.0,2330,5.0,B,30.21833333,-84.88416667,5.0,USFS,FL,,,,b'\x00\x01\xad\x10\x00\x00<\xf7\xcc/\x968U\xc0 \xfao\xb1\xe47>@<\xf7\xcc/\x968U\xc0 \xfao\xb1\xe47>@|\x01\x00\x00\x00<\xf7\xcc/\x968U\xc0 \xfao\xb1\xe47>@\xfe'
699421,777226,MSARCH_21342,NONFED,ST-MSMSS,ST/C&L,USMSMSS,Mississippi Forestry Commission,MSMSS,Mississippi Forestry Commission,,,,,,,,,,1993,2449054.5,67,1715,5.0,Debris Burning,2449054.5,67.0,1830,13.0,C,31.52389016,-89.68186757,14.0,MISSING/NOT SPECIFIED,MS,Jefferson Davis,065,Jefferson Davis,b'\x00\x01\xad\x10\x00\x00\x94V\xe0\xb7\xa3kV\xc0\x80\xe5_\xaa\x1d\x86?@\x94V\xe0\xb7\xa3kV\xc0\x80\xe5_\xaa\x1d\x86?@|\x01\x00\x00\x00\x94V\xe0\xb7\xa3kV\xc0\x80\xe5_\xaa\x1d\x86?@\xfe'
1419610,19115717,SFO-GA-TRE-3-7/18/1996-1710,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,,3,,,,,,,,1996,2450282.5,200,1710,2.0,Equipment Use,2450282.5,200.0,1750,0.02,A,32.3552,-82.4585,14.0,MISSING/NOT SPECIFIED,GA,Treutlen            ,283,Treutlen,b'\x00\x01\xad\x10\x00\x00\xd0Mb\x10X\x9dT\xc0\x08\xc5\x8f1w-@@\xd0Mb\x10X\x9dT\xc0\x08\xc5\x8f1w-@@|\x01\x00\x00\x00\xd0Mb\x10X\x9dT\xc0\x08\xc5\x8f1w-@@\xfe'
169258,170919,FS-399542,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,0407,Dixie National Forest,138,,,COYOTE HOLLOW,,,,,,2004,2453229.5,225,1630,1.0,Lightning,2453230.5,226.0,1000,0.2,A,37.47472222,-112.27583333,5.0,USFS,UT,,,,b'\x00\x01\xad\x10\x00\x00\xc8\xdf\xd6@\xa7\x11\\\xc0\xd8\xca\x9c\xb2\xc3\xbcB@\xc8\xdf\xd6@\xa7\x11\\\xc0\xd8\xca\x9c\xb2\xc3\xbcB@|\x01\x00\x00\x00\xc8\xdf\xd6@\xa7\x11\\\xc0\xd8\xca\x9c\xb2\xc3\xbcB@\xfe'
1006342,1135655,TFS_NC_184557,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS302,NCS Region 3 District 2,,93-012,,,,,,,,1993,2449087.5,100,,9.0,Miscellaneous,,,,1.0,B,35.6417,-81.5117,14.0,MISSING/NOT SPECIFIED,NC,,,,b'\x00\x01\xad\x10\x00\x00<W[\xb1\xbf`T\xc0\xf8\xeb\xc09#\xd2A@<W[\xb1\xbf`T\xc0\xf8\xeb\xc09#\xd2A@|\x01\x00\x00\x00<W[\xb1\xbf`T\xc0\xf8\xeb\xc09#\xd2A@\xfe'
1360754,15001548,ICS209_2001_OK-OKS-20209,INTERAGCY,IA-ICS209,ST/C&L,USOKOKS,Oklahoma Division of Forestry,OKOKS,Oklahoma Division of Forestry,,,,ZAFRA,OK-OKS-20209,Zafra,,,,2001,2452126.5,217,,13.0,Missing/Undefined,,,,125.0,D,34.51666666,-94.53333333,14.0,MISSING/NOT SPECIFIED,OK,,,,"b'\x00\x01\xad\x10\x00\x00\xdc\x8d\x1e""""\xa2W\xc0 \xd1\x13""""BA@\xdc\x8d\x1e""""\xa2W\xc0 \xd1\x13""""BA@|\x01\x00\x00\x00\xdc\x8d\x1e""""\xa2W\xc0 \xd1\x13""""BA@\xfe'"
722671,820506,NM95-53360911X,NONFED,ST-NMNMS,ST/C&L,USNMNMS,New Mexico - State Forestry,NMNMS,New Mexico - State Forestry,,53360911X,,11MI,,,,,,1995,2449839.5,122,,13.0,Missing/Undefined,,,,2240.0,F,33.91472244,-104.25277709,7.0,STATE,NM,,,,b'\x00\x01\xad\x10\x00\x00\x94\xae\xf5\x7f-\x10Z\xc0\xd8[\xfa\x9f\x15\xf5@@\x94\xae\xf5\x7f-\x10Z\xc0\xd8[\xfa\x9f\x15\xf5@@|\x01\x00\x00\x00\x94\xae\xf5\x7f-\x10Z\xc0\xd8[\xfa\x9f\x15\xf5@@\xfe'
853426,975304,SWRA_AL_48715,NONFED,ST-ALALS,ST/C&L,USALALS,Alabama Forestry Commission,ALALS1,AFC District 1,,85.697,,,,,,,,2001,2451946.5,37,,7.0,Arson,,,,1.0,B,34.5731,-85.6978,14.0,MISSING/NOT SPECIFIED,AL,,,,b'\x00\x01\xad\x10\x00\x00\x84\xc9T\xc1\xa8lU\xc0@\xab>W[IA@\x84\xc9T\xc1\xa8lU\xc0@\xab>W[IA@|\x01\x00\x00\x00\x84\xc9T\xc1\xa8lU\xc0@\xab>W[IA@\xfe'
798860,905158,SCHMIDT_26005945,NONFED,ST-MIMIS,ST/C&L,USMIMIS,Michigan Department of Natural Resources,MIMIS,Michigan Department of Natural Resources,,,,,,,,,,1994,2449450.5,98,1444,5.0,Debris Burning,2449450.5,98.0,1545,2.0,B,43.54870484,-86.22866283,14.0,MISSING/NOT SPECIFIED,MI,Oceana,127,Oceana,b'\x00\x01\xad\x10\x00\x00H*li\xa2\x8eU\xc0\x80z\xcf\xf5;\xc6E@H*li\xa2\x8eU\xc0\x80z\xcf\xf5;\xc6E@|\x01\x00\x00\x00H*li\xa2\x8eU\xc0\x80z\xcf\xf5;\xc6E@\xfe'
676721,739715,SFO-WI058210051,NONFED,ST-NASF,ST/C&L,USWIWIS,Wisconsin Department of Natural Resources,WI Cumberland,Cumberland District,,,,,,,,,,2005,2453524.5,154,,2.0,Equipment Use,,,,0.01,A,45.93308983,-91.76760697,14.0,MISSING/NOT SPECIFIED,WI,,,,b'\x00\x01\xad\x10\x00\x008\x15\xfcx \xf1V\xc0H\n\xd0|o\xf7F@8\x15\xfcx \xf1V\xc0H\n\xd0|o\xf7F@|\x01\x00\x00\x008\x15\xfcx \xf1V\xc0H\n\xd0|o\xf7F@\xfe'
337198,345640,W-94713,FED,DOI-WFMI,BLM,USNVWID,Winnemucca District Office,NVWID,Winnemucca District Office,,,X534,GAS PLANT,,,,,,2000,2451719.5,176,1428,2.0,Equipment Use,2451719.5,176.0,1800,1.0,B,40.9813,-117.7429,1.0,BLM,NV,Lander,015,Lander,b'\x00\x01\xad\x10\x00\x00\xb0\x0cq\xac\x8bo]\xc0P\xc8\x07=\x9b}D@\xb0\x0cq\xac\x8bo]\xc0P\xc8\x07=\x9b}D@|\x01\x00\x00\x00\xb0\x0cq\xac\x8bo]\xc0P\xc8\x07=\x9b}D@\xfe'
397624,431333,SFO-FL01830707-2007-08-0662,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service,,08-0662,,,,,,,,2007,2454263.5,163,,1.0,Lightning,,,,0.1,A,29.52611,-82.59111,14.0,MISSING/NOT SPECIFIED,FL,Levy,075,Levy,b'\x00\x01\xad\x10\x00\x00\xa8\x95\t\xbf\xd4\xa5T\xc0P\x19\x1c%\xaf\x86=@\xa8\x95\t\xbf\xd4\xa5T\xc0P\x19\x1c%\xaf\x86=@|\x01\x00\x00\x00\xa8\x95\t\xbf\xd4\xa5T\xc0P\x19\x1c%\xaf\x86=@\xfe'
524747,565008,SFO-NC0395-02755,NONFED,ST-NASF,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS,North Carolina Division of Forest Resources,,,,,,,,,,2007,2454189.5,89,,13.0,Missing/Undefined,,,,3.0,B,35.25836,-78.96426,14.0,MISSING/NOT SPECIFIED,NC,Harnett,085,Harnett,b'\x00\x01\xad\x10\x00\x00\xd05\x93o\xb6\xbdS\xc0 L\xc3\xf0\x11\xa1A@\xd05\x93o\xb6\xbdS\xc0 L\xc3\xf0\x11\xa1A@|\x01\x00\x00\x00\xd05\x93o\xb6\xbdS\xc0 L\xc3\xf0\x11\xa1A@\xfe'
1298466,1769234,SFO-NY-NY5633-2008-0000097,NONFED,ST-NASF,ST/C&L,USNYNYX,Fire Department of New York,NY5633,Fire Department of New York,,NY5633-2008-0000097,,,,,,,,2008,2454582.5,117,1458,9.0,Miscellaneous,2454582.5,117.0,1458,0.53,B,41.67908765,-74.06580653,14.0,MISSING/NOT SPECIFIED,NY,ULSTER,111,Ulster,"b'\x00\x01\xad\x10\x00\x00\xa4\x8d\x97,6\x84R\xc0\x10\xef\x17X\xec\xd6D@\xa4\x8d\x97,6\x84R\xc0\x10\xef\x17X\xec\xd6D@|\x01\x00\x00\x00\xa4\x8d\x97,6\x84R\xc0\x10\xef\x17X\xec\xd6D@\xfe'"
278978,284358,W-552554,FED,DOI-WFMI,BIA,USORWSA,Warm Springs Agency,ORWSA,Warm Springs Agency,132,,D1NY,BUNCHGRASS,,,,,,2007,2454383.5,283,1200,5.0,Debris Burning,2454383.5,283.0,1800,0.1,A,45.0061,-121.6497,2.0,BIA,OR,,,,b'\x00\x01\xad\x10\x00\x00\x80\rO\xaf\x94i^\xc0\xc0@\x82\xe2\xc7\x80F@\x80\rO\xaf\x94i^\xc0\xc0@\x82\xe2\xc7\x80F@|\x01\x00\x00\x00\x80\rO\xaf\x94i^\xc0\xc0@\x82\xe2\xc7\x80F@\xfe'
1210543,1467708,SFO-2009-ILDNR761287,NONFED,ST-NASF,ST/C&L,USILILS,Illinois Division of Forestry Resources,ILDNR,Illinois Department of Natural Resources,,,,,,,,,,2009,2454896.5,65,,9.0,Miscellaneous,,,,2.0,B,37.309722,-88.673056,8.0,PRIVATE,IL,Pope,151,Pope,b'\x00\x01\xad\x10\x00\x00\x18\x18yY\x13+V\xc0\x10mr\xf8\xa4\xa7B@\x18\x18yY\x13+V\xc0\x10mr\xf8\xa4\xa7B@|\x01\x00\x00\x00\x18\x18yY\x13+V\xc0\x10mr\xf8\xa4\xa7B@\xfe'
555469,597258,SFO-NJ0285-99_B072501,NONFED,ST-NASF,ST/C&L,USNJNJS,New Jersey Forest Fire Service,NJNJB,New Jersey Forest Fire Service Division B,,B072501,,,,,,,,1999,2451384.5,206,,8.0,Children,,,,0.25,A,39.98139,-74.13528,14.0,MISSING/NOT SPECIFIED,NJ,Ocean,029,Ocean,b'\x00\x01\xad\x10\x00\x00`\xf3qm\xa8\x88R\xc0\x90O\x010\x9e\xfdC@`\xf3qm\xa8\x88R\xc0\x90O\x010\x9e\xfdC@|\x01\x00\x00\x00`\xf3qm\xa8\x88R\xc0\x90O\x010\x9e\xfdC@\xfe'
921114,1048471,SWRA_SC_62103,NONFED,ST-SCSCS,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS2,SCS Unit 2,,L537,,,,,,,,2001,2451992.5,83,,9.0,Miscellaneous,,,,2.0,B,33.8583,-81.2275,14.0,MISSING/NOT SPECIFIED,SC,,,,b'\x00\x01\xad\x10\x00\x00\xc0\xf5(\\\x8fNT\xc0\x18\x14?\xc6\xdc\xed@@\xc0\xf5(\\\x8fNT\xc0\x18\x14?\xc6\xdc\xed@@|\x01\x00\x00\x00\xc0\xf5(\\\x8fNT\xc0\x18\x14?\xc6\xdc\xed@@\xfe'
741357,840720,SC_18449,NONFED,ST-SCSCS,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS,South Carolina Forestry Commission,,,,,,,,,,1993,2449136.5,149,,13.0,Missing/Undefined,2449142.5,155.0,,0.5,B,33.62916667,-80.14583333,14.0,MISSING/NOT SPECIFIED,SC,14,027,Clarendon,b'\x00\x01\xad\x10\x00\x00\x10\xc1QUU\tT\xc0\x18\xb1\x8f\x88\x88\xd0@@\x10\xc1QUU\tT\xc0\x18\xb1\x8f\x88\x88\xd0@@|\x01\x00\x00\x00\x10\xc1QUU\tT\xc0\x18\xb1\x8f\x88\x88\xd0@@\xfe'
880689,1003320,SWRA_GA_59184,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS29,GAS Unit 29,,4.4938,,,,,,,,1999,2451539.5,361,,5.0,Debris Burning,,,,0.2,A,30.9161,-84.4939,14.0,MISSING/NOT SPECIFIED,GA,,,,b'\x00\x01\xad\x10\x00\x00\xa0\xdf\xbe\x0e\x9c\x1fU\xc0\xa0\xdd\x93\x87\x85\xea>@\xa0\xdf\xbe\x0e\x9c\x1fU\xc0\xa0\xdd\x93\x87\x85\xea>@|\x01\x00\x00\x00\xa0\xdf\xbe\x0e\x9c\x1fU\xc0\xa0\xdd\x93\x87\x85\xea>@\xfe'
1110896,1352840,CDF_1992_54_2215_10407       ,NONFED,ST-CACDF,ST/C&L,USCABTU,Butte Unit,CABTU,Butte Unit,,10407       ,,PACIFIC                  ,,,,,,1992,2448792.5,171,,8.0,Children,,,,0.1,A,39.47305555,-121.58388888,14.0,MISSING/NOT SPECIFIED,CA,,,,b'\x00\x01\xad\x10\x00\x00D\x06wo^e^\xc0\x808\x92\x15\x8d\xbcC@D\x06wo^e^\xc0\x808\x92\x15\x8d\xbcC@|\x01\x00\x00\x00D\x06wo^e^\xc0\x808\x92\x15\x8d\xbcC@\xfe'
